id,name,group,groupLabel,groupNumber,order,image,card,sourceMark,sourceKind,region,regionCode,regionMotif,presentationLogo
brisk_air,Brisk Air,speed-motion,Speed / Motion,3,20,/assets/airline-identities/approved-250/runtime-logos/speed-motion/brisk_air.png,/assets/airline-identities/approved-250/cards/speed-motion/brisk_air.webp,/assets/airline-identities/approved-250/source-marks/speed-motion/brisk_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/speed-motion/brisk_air.webp
afterburn_airlines,Afterburn Airlines,speed-motion,Speed / Motion,3,21,/assets/airline-identities/approved-250/runtime-logos/speed-motion/afterburn_airlines.png,/assets/airline-identities/approved-250/cards/speed-motion/afterburn_airlines.webp,/assets/airline-identities/approved-250/source-marks/speed-motion/afterburn_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/speed-motion/afterburn_airlines.webp
ignition_air,Ignition Air,speed-motion,Speed / Motion,3,22,/assets/airline-identities/approved-250/runtime-logos/speed-motion/ignition_air.png,/assets/airline-identities/approved-250/cards/speed-motion/ignition_air.webp,/assets/airline-identities/approved-250/source-marks/speed-motion/ignition_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/speed-motion/ignition_air.webp
drive_airways,Drive Airways,speed-motion,Speed / Motion,3,23,/assets/airline-identities/approved-250/runtime-logos/speed-motion/drive_airways.png,/assets/airline-identities/approved-250/cards/speed-motion/drive_airways.webp,/assets/airline-identities/approved-250/source-marks/speed-motion/drive_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/speed-motion/drive_airways.webp
flare_airlines,Flare Airlines,speed-motion,Speed / Motion,3,24,/assets/airline-identities/approved-250/runtime-logos/speed-motion/flare_airlines.png,/assets/airline-identities/approved-250/cards/speed-motion/flare_airlines.webp,/assets/airline-identities/approved-250/source-marks/speed-motion/flare_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/speed-motion/flare_airlines.webp
apex_velocity_air,Apex Velocity Air,speed-motion,Speed / Motion,3,25,/assets/airline-identities/approved-250/runtime-logos/speed-motion/apex_velocity_air.png,/assets/airline-identities/approved-250/cards/speed-motion/apex_velocity_air.webp,/assets/airline-identities/approved-250/source-marks/speed-motion/apex_velocity_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/speed-motion/apex_velocity_air.webp
horizon_air,Horizon Air,nature-sky,Nature / Sky,4,1,/assets/airline-identities/approved-250/runtime-logos/nature-sky/horizon_air.png,/assets/airline-identities/approved-250/cards/nature-sky/horizon_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/horizon_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/horizon_air.webp
cumulus_airlines,Cumulus Airlines,nature-sky,Nature / Sky,4,2,/assets/airline-identities/approved-250/runtime-logos/nature-sky/cumulus_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/cumulus_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/cumulus_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/cumulus_airlines.webp
solstice_airways,Solstice Airways,nature-sky,Nature / Sky,4,3,/assets/airline-identities/approved-250/runtime-logos/nature-sky/solstice_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/solstice_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/solstice_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/solstice_airways.webp
aurora_airlines,Aurora Airlines,nature-sky,Nature / Sky,4,4,/assets/airline-identities/approved-250/runtime-logos/nature-sky/aurora_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/aurora_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/aurora_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/aurora_airlines.webp
zephyr_air,Zephyr Air,nature-sky,Nature / Sky,4,5,/assets/airline-identities/approved-250/runtime-logos/nature-sky/zephyr_air.png,/assets/airline-identities/approved-250/cards/nature-sky/zephyr_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/zephyr_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/zephyr_air.webp
equinox_airlines,Equinox Airlines,nature-sky,Nature / Sky,4,6,/assets/airline-identities/approved-250/runtime-logos/nature-sky/equinox_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/equinox_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/equinox_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/equinox_airlines.webp
nimbus_airways,Nimbus Airways,nature-sky,Nature / Sky,4,7,/assets/airline-identities/approved-250/runtime-logos/nature-sky/nimbus_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/nimbus_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/nimbus_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/nimbus_airways.webp
stratus_air,Stratus Air,nature-sky,Nature / Sky,4,8,/assets/airline-identities/approved-250/runtime-logos/nature-sky/stratus_air.png,/assets/airline-identities/approved-250/cards/nature-sky/stratus_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/stratus_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/stratus_air.webp
cirrus_airlines,Cirrus Airlines,nature-sky,Nature / Sky,4,9,/assets/airline-identities/approved-250/runtime-logos/nature-sky/cirrus_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/cirrus_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/cirrus_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/cirrus_airlines.webp
solara_airways,Solara Airways,nature-sky,Nature / Sky,4,10,/assets/airline-identities/approved-250/runtime-logos/nature-sky/solara_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/solara_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/solara_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/solara_airways.webp
gale_air,Gale Air,nature-sky,Nature / Sky,4,11,/assets/airline-identities/approved-250/runtime-logos/nature-sky/gale_air.png,/assets/airline-identities/approved-250/cards/nature-sky/gale_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/gale_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/gale_air.webp
tempest_airlines,Tempest Airlines,nature-sky,Nature / Sky,4,12,/assets/airline-identities/approved-250/runtime-logos/nature-sky/tempest_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/tempest_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/tempest_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/tempest_airlines.webp
mistral_airways,Mistral Airways,nature-sky,Nature / Sky,4,13,/assets/airline-identities/approved-250/runtime-logos/nature-sky/mistral_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/mistral_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/mistral_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/mistral_airways.webp
sirocco_air,Sirocco Air,nature-sky,Nature / Sky,4,14,/assets/airline-identities/approved-250/runtime-logos/nature-sky/sirocco_air.png,/assets/airline-identities/approved-250/cards/nature-sky/sirocco_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/sirocco_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/sirocco_air.webp
chinook_airlines,Chinook Airlines,nature-sky,Nature / Sky,4,15,/assets/airline-identities/approved-250/runtime-logos/nature-sky/chinook_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/chinook_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/chinook_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/chinook_airlines.webp
foehn_airways,Foehn Airways,nature-sky,Nature / Sky,4,16,/assets/airline-identities/approved-250/runtime-logos/nature-sky/foehn_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/foehn_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/foehn_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/foehn_airways.webp
haboob_air,Haboob Air,nature-sky,Nature / Sky,4,17,/assets/airline-identities/approved-250/runtime-logos/nature-sky/haboob_air.png,/assets/airline-identities/approved-250/cards/nature-sky/haboob_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/haboob_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/haboob_air.webp
bora_airlines,Bora Airlines,nature-sky,Nature / Sky,4,18,/assets/airline-identities/approved-250/runtime-logos/nature-sky/bora_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/bora_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/bora_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/bora_airlines.webp
levante_airways,Levante Airways,nature-sky,Nature / Sky,4,19,/assets/airline-identities/approved-250/runtime-logos/nature-sky/levante_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/levante_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/levante_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/levante_airways.webp
tramontane_air,Tramontane Air,nature-sky,Nature / Sky,4,20,/assets/airline-identities/approved-250/runtime-logos/nature-sky/tramontane_air.png,/assets/airline-identities/approved-250/cards/nature-sky/tramontane_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/tramontane_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/tramontane_air.webp
etesian_airlines,Etesian Airlines,nature-sky,Nature / Sky,4,21,/assets/airline-identities/approved-250/runtime-logos/nature-sky/etesian_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/etesian_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/etesian_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/etesian_airlines.webp
thermal_airways,Thermal Airways,nature-sky,Nature / Sky,4,22,/assets/airline-identities/approved-250/runtime-logos/nature-sky/thermal_airways.png,/assets/airline-identities/approved-250/cards/nature-sky/thermal_airways.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/thermal_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/thermal_airways.webp
radiance_air,Radiance Air,nature-sky,Nature / Sky,4,23,/assets/airline-identities/approved-250/runtime-logos/nature-sky/radiance_air.png,/assets/airline-identities/approved-250/cards/nature-sky/radiance_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/radiance_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/radiance_air.webp
luminos_airlines,Luminos Airlines,nature-sky,Nature / Sky,4,24,/assets/airline-identities/approved-250/runtime-logos/nature-sky/luminos_airlines.png,/assets/airline-identities/approved-250/cards/nature-sky/luminos_airlines.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/luminos_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/luminos_airlines.webp
crestwave_air,Crestwave Air,nature-sky,Nature / Sky,4,25,/assets/airline-identities/approved-250/runtime-logos/nature-sky/crestwave_air.png,/assets/airline-identities/approved-250/cards/nature-sky/crestwave_air.webp,/assets/airline-identities/approved-250/source-marks/nature-sky/crestwave_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/nature-sky/crestwave_air.webp
nova_airlines,Nova Airlines,bold-modern,Bold / Modern,5,1,/assets/airline-identities/approved-250/runtime-logos/bold-modern/nova_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/nova_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/nova_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/nova_airlines.webp
zenith_air,Zenith Air,bold-modern,Bold / Modern,5,2,/assets/airline-identities/approved-250/runtime-logos/bold-modern/zenith_air.png,/assets/airline-identities/approved-250/cards/bold-modern/zenith_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/zenith_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/zenith_air.webp
apex_global,Apex Global,bold-modern,Bold / Modern,5,3,/assets/airline-identities/approved-250/runtime-logos/bold-modern/apex_global.png,/assets/airline-identities/approved-250/cards/bold-modern/apex_global.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/apex_global.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/apex_global.webp
nexus_airways,Nexus Airways,bold-modern,Bold / Modern,5,4,/assets/airline-identities/approved-250/runtime-logos/bold-modern/nexus_airways.png,/assets/airline-identities/approved-250/cards/bold-modern/nexus_airways.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/nexus_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/nexus_airways.webp
vertex_airlines,Vertex Airlines,bold-modern,Bold / Modern,5,5,/assets/airline-identities/approved-250/runtime-logos/bold-modern/vertex_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/vertex_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/vertex_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/vertex_airlines.webp
axis_air,Axis Air,bold-modern,Bold / Modern,5,6,/assets/airline-identities/approved-250/runtime-logos/bold-modern/axis_air.png,/assets/airline-identities/approved-250/cards/bold-modern/axis_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/axis_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/axis_air.webp
cipher_airlines,Cipher Airlines,bold-modern,Bold / Modern,5,7,/assets/airline-identities/approved-250/runtime-logos/bold-modern/cipher_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/cipher_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/cipher_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/cipher_airlines.webp
vector_airways,Vector Airways,bold-modern,Bold / Modern,5,8,/assets/airline-identities/approved-250/runtime-logos/bold-modern/vector_airways.png,/assets/airline-identities/approved-250/cards/bold-modern/vector_airways.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/vector_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/vector_airways.webp
prism_air,Prism Air,bold-modern,Bold / Modern,5,9,/assets/airline-identities/approved-250/runtime-logos/bold-modern/prism_air.png,/assets/airline-identities/approved-250/cards/bold-modern/prism_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/prism_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/prism_air.webp
quasar_airlines,Quasar Airlines,bold-modern,Bold / Modern,5,10,/assets/airline-identities/approved-250/runtime-logos/bold-modern/quasar_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/quasar_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/quasar_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/quasar_airlines.webp
helix_airways,Helix Airways,bold-modern,Bold / Modern,5,11,/assets/airline-identities/approved-250/runtime-logos/bold-modern/helix_airways.png,/assets/airline-identities/approved-250/cards/bold-modern/helix_airways.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/helix_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/helix_airways.webp
matrix_air,Matrix Air,bold-modern,Bold / Modern,5,12,/assets/airline-identities/approved-250/runtime-logos/bold-modern/matrix_air.png,/assets/airline-identities/approved-250/cards/bold-modern/matrix_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/matrix_air.png,completed-runtime-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/matrix_air.webp
orbit_airlines,Orbit Airlines,bold-modern,Bold / Modern,5,13,/assets/airline-identities/approved-250/runtime-logos/bold-modern/orbit_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/orbit_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/orbit_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/orbit_airlines.webp
axial_airways,Axial Airways,bold-modern,Bold / Modern,5,14,/assets/airline-identities/approved-250/runtime-logos/bold-modern/axial_airways.png,/assets/airline-identities/approved-250/cards/bold-modern/axial_airways.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/axial_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/axial_airways.webp
polaris_air,Polaris Air,bold-modern,Bold / Modern,5,15,/assets/airline-identities/approved-250/runtime-logos/bold-modern/polaris_air.png,/assets/airline-identities/approved-250/cards/bold-modern/polaris_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/polaris_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/polaris_air.webp
meridian_nova,Meridian Nova,bold-modern,Bold / Modern,5,16,/assets/airline-identities/approved-250/runtime-logos/bold-modern/meridian_nova.png,/assets/airline-identities/approved-250/cards/bold-modern/meridian_nova.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/meridian_nova.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/meridian_nova.webp
vortex_airlines,Vortex Airlines,bold-modern,Bold / Modern,5,17,/assets/airline-identities/approved-250/runtime-logos/bold-modern/vortex_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/vortex_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/vortex_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/vortex_airlines.webp
lattice_air,Lattice Air,bold-modern,Bold / Modern,5,18,/assets/airline-identities/approved-250/runtime-logos/bold-modern/lattice_air.png,/assets/airline-identities/approved-250/cards/bold-modern/lattice_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/lattice_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/lattice_air.webp
fractal_airways,Fractal Airways,bold-modern,Bold / Modern,5,19,/assets/airline-identities/approved-250/runtime-logos/bold-modern/fractal_airways.png,/assets/airline-identities/approved-250/cards/bold-modern/fractal_airways.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/fractal_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/fractal_airways.webp
cipher_air,Cipher Air,bold-modern,Bold / Modern,5,20,/assets/airline-identities/approved-250/runtime-logos/bold-modern/cipher_air.png,/assets/airline-identities/approved-250/cards/bold-modern/cipher_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/cipher_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/cipher_air.webp
tesseract_airlines,Tesseract Airlines,bold-modern,Bold / Modern,5,21,/assets/airline-identities/approved-250/runtime-logos/bold-modern/tesseract_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/tesseract_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/tesseract_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/tesseract_airlines.webp
parallax_air,Parallax Air,bold-modern,Bold / Modern,5,22,/assets/airline-identities/approved-250/runtime-logos/bold-modern/parallax_air.png,/assets/airline-identities/approved-250/cards/bold-modern/parallax_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/parallax_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/parallax_air.webp
fulcrum_airways,Fulcrum Airways,bold-modern,Bold / Modern,5,23,/assets/airline-identities/approved-250/runtime-logos/bold-modern/fulcrum_airways.png,/assets/airline-identities/approved-250/cards/bold-modern/fulcrum_airways.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/fulcrum_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/fulcrum_airways.webp
cascade_airlines,Cascade Airlines,bold-modern,Bold / Modern,5,24,/assets/airline-identities/approved-250/runtime-logos/bold-modern/cascade_airlines.png,/assets/airline-identities/approved-250/cards/bold-modern/cascade_airlines.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/cascade_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/cascade_airlines.webp
spectra_air,Spectra Air,bold-modern,Bold / Modern,5,25,/assets/airline-identities/approved-250/runtime-logos/bold-modern/spectra_air.png,/assets/airline-identities/approved-250/cards/bold-modern/spectra_air.webp,/assets/airline-identities/approved-250/source-marks/bold-modern/spectra_air.png,completed-runtime-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/bold-modern/spectra_air.webp
icarus_airlines,Icarus Airlines,mythological-epic,Mythological / Epic,6,1,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/icarus_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/icarus_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/icarus_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/icarus_airlines.webp
hermes_airways,Hermes Airways,mythological-epic,Mythological / Epic,6,2,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/hermes_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/hermes_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/hermes_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/hermes_airways.webp
pegasus_air,Pegasus Air,mythological-epic,Mythological / Epic,6,3,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/pegasus_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/pegasus_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/pegasus_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/pegasus_air.webp
atlas_airlines,Atlas Airlines,mythological-epic,Mythological / Epic,6,4,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/atlas_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/atlas_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/atlas_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/atlas_airlines.webp
olympus_airways,Olympus Airways,mythological-epic,Mythological / Epic,6,5,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/olympus_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/olympus_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/olympus_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/olympus_airways.webp
phoenix_air,Phoenix Air,mythological-epic,Mythological / Epic,6,6,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/phoenix_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/phoenix_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/phoenix_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/phoenix_air.webp
griffin_airlines,Griffin Airlines,mythological-epic,Mythological / Epic,6,7,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/griffin_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/griffin_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/griffin_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/griffin_airlines.webp
titan_airways,Titan Airways,mythological-epic,Mythological / Epic,6,8,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/titan_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/titan_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/titan_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/titan_airways.webp
helios_air,Helios Air,mythological-epic,Mythological / Epic,6,9,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/helios_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/helios_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/helios_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/helios_air.webp
aeolus_airlines,Aeolus Airlines,mythological-epic,Mythological / Epic,6,10,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/aeolus_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/aeolus_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/aeolus_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/aeolus_airlines.webp
zephyros_air,Zephyros Air,mythological-epic,Mythological / Epic,6,11,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/zephyros_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/zephyros_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/zephyros_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/zephyros_air.webp
boreas_airways,Boreas Airways,mythological-epic,Mythological / Epic,6,12,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/boreas_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/boreas_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/boreas_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/boreas_airways.webp
selene_airlines,Selene Airlines,mythological-epic,Mythological / Epic,6,13,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/selene_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/selene_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/selene_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/selene_airlines.webp
hyperion_air,Hyperion Air,mythological-epic,Mythological / Epic,6,14,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/hyperion_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/hyperion_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/hyperion_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/hyperion_air.webp
aether_airlines,Aether Airlines,mythological-epic,Mythological / Epic,6,15,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/aether_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/aether_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/aether_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/aether_airlines.webp
valkyrie_airways,Valkyrie Airways,mythological-epic,Mythological / Epic,6,16,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/valkyrie_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/valkyrie_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/valkyrie_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/valkyrie_airways.webp
